id,bbl,bin,street_number,street_name,borough,zipcode,on_covered_buildings_list,dof_benchmarking_status,site_eui,weather_normalized_site_eui,source_eui,weather_normalized_source_eui,indoor_water_intensity,reported_water_method,energy_star_score,total_ghg_emissions,direct_ghg_emissions,indirect_ghg_emissions,property_floor_area,primary_property_type
7363,4091210024,4535009;4535010,103-37,98 street,queens,11417,yes,in compliance,8.5,8.2,22.1,21.8,0,none,0,74.8,13.9,60.9,116600,other
7364,3021810001,3256090,615,wythe avenue,brooklyn,11249,yes,in compliance,0,0,0,0,0,none,0,0,342.6,0,86580,k-12 school
7365,3041450001,3327219;3327220,3329,atlantic avenue,brooklyn,11208,yes,in compliance,19.7,18.6,47.9,46.5,0,none,0,110.4,27.6,82.9,76886,other
7366,4026117501,4439292,48-05,metropolitan avenue,queens,11385,yes,in compliance,9.9,9.4,26.2,25.7,0,none,0,105.9,17.1,88.8,140955,other
7367,3021950001,3060167,227,marcy avenue,brooklyn,11211,yes,in compliance,0,0,0,0,0,none,0,0,356.1,0,138570,k-12 school
7368,3018740038,3334433;3329746;3329747;3329745;3329748,54,washington avenue,brooklyn,11205,yes,in compliance,0,0,0,0,0,none,0,0,264.3,0,113220,k-12 school
7369,1018827501,1056918,527,cathedral parkway,manhattan,10025,yes,in compliance,112.8,109.3,124.4,120.9,0,none,0,402.2,383,19.1,47387,multifamily housing
7370,4026690001,4059744,58-51,maspeth avenue,queens,11378,yes,in compliance,15.4,15.4,48.3,48.3,0,none,0,484.7,0,484.7,380000,other
7371,4002940173,4003565,30-02,review avenue,queens,11101,yes,in compliance,15.1,15.1,47.5,47.5,0,none,91,193.3,0,193.3,154100,non-refrigerated warehouse
7372,2023540074,2001145,110,east 153 street,bronx,10451,yes,in compliance,39.8,0,59,0,0,none,0,126.3,89.8,36.5,53500,non-refrigerated warehouse
7373,1007600068,1013606,352,west 37 street,manhattan,10018,yes,in compliance,99.5,96.1,165.6,162.2,0,none,30,1033,626.1,407,167760,multifamily housing
7374,3029930001,3070619,89,porter avenue,brooklyn,11237,yes,in compliance,206.4,200.6,334.8,328.2,145.79,manual,7,885.4,557.4,327.9,70000,residence hall/dormitory
7375,1008020036,1015043,777,avenue of the amer,manhattan,10001,yes,in compliance,85.3,0,158.5,0,50.02,manual,37,1582.5,814.1,768.4,279871,multifamily housing
7376,2042930005,2048828,2064,barnes avenue,bronx,10462,yes,in compliance,46.6,0,67.9,0,0,none,99,209.5,160.2,49.3,61807,multifamily housing
7377,2022910012,2000506,412,east 147 street,bronx,10455,yes,in compliance,95.4,0,225.6,0,0,none,52,642.4,196,446.4,89311,office
7378,1010410029,1085727,831,8 avenue,manhattan,10019,yes,in compliance,80.9,0,138.8,0,31.13,abs,54,1451.8,855.7,596.1,277973,multifamily housing
7379,1010140001,1087142,660,8 avenue,manhattan,10036,yes,in compliance,172.1,167.5,319.2,313.6,0,none,31,1928.1,101.1,1827,157500,office
7380,2057760614,2084020,226,west 242 street,bronx,10471,yes,in compliance,87.3,0,110.9,0,10.36,abs,80,437.5,378.9,58.6,66625,multifamily housing
7381,1013650009,1040158,420,east 54 street,manhattan,10022,yes,in compliance,92.5,88.6,145.2,141.1,0,none,38,3061.7,2194.4,867.3,430983,multifamily housing
7382,4050010001,4113160,34-25,150 place,queens,11354,yes,in compliance,101.3,97.4,135.4,131.4,0,none,32,497.6,413.4,84.2,65850,multifamily housing
7383,4050250020,4113841,144-30,roosevelt avenue,queens,11354,yes,in compliance,95.8,90.5,125.6,120.1,0,none,43,609.1,513.3,95.8,86576,multifamily housing
7384,1013810025,1041170,53,east 66 street,manhattan,10065,yes,in compliance,70,0,103.5,0,0,none,83,543.5,414.6,129,101231,multifamily housing
7385,1021380108,0,4005,broadway,manhattan,10032,yes,in compliance,23.8,0,34,0,160.96,abs,0,96.1,75.7,20.5,52655,medical office
7386,1012620041,1034338,576,5 avenue,manhattan,10036,yes,in compliance,108.6,101.2,243.5,236.7,0,none,40,579.1,227,352.2,67650,office
7387,1012127501,1032052,101,west 81 street,manhattan,10024,yes,in compliance,83.2,81.1,151.4,149.3,0,none,19,1299.5,756.1,543.4,208651,multifamily housing
7388,4142600090,4536901,159-02,rockaway boulevard,queens,11434,yes,in compliance,74.4,73.7,201.4,200.7,0,none,65,1144,163.8,980.2,200300,office
7389,3011880044,3029704,1000,president street,brooklyn,11225,yes,in compliance,127.7,123,162.7,157.7,0,none,3,433.2,364.8,68.4,60250,multifamily housing
7390,1008760018,1017953,34,gramercy park east,manhattan,10003,yes,in compliance,85.2,0,126.8,0,0,none,43,522.5,386.3,136.2,88000,multifamily housing
7391,1021270001,1063036,1200,st nicholas avenue,manhattan,10032,yes,in compliance,71.7,0,94.8,0,0,none,88,375.3,314.8,60.5,70000,multifamily housing
7392,1021347503,1063271,807,riverside drive,manhattan,10032,yes,in compliance,106.3,102.6,140.8,137.2,0,none,40,492,413.3,78.8,60559,multifamily housing
7393,1021357501,1063288,835,riverside drive,manhattan,10032,yes,in compliance,77.7,74.9,103.6,100.9,0,none,72,495,413.3,81.7,83356,multifamily housing
7394,3073770029,3200837,1601,gravesend neck road,brooklyn,11229,yes,in compliance,124.7,0,317.8,0,0,none,0,475.1,96,379.1,51143,supermarket/grocery store
7395,1010830001,1027057;1086807,778,11 avenue,manhattan,10019,yes,in compliance,107.6,0,165.5,0,0,none,20,3136.1,2124.8,1011.4,485052,multifamily housing
7396,2027510022,2006155,1107,bryant avenue,bronx,10459,yes,in compliance,50.3,50.3,70.1,70.1,59.02,manual,100,258.8,198,60.8,88627,multifamily housing
7397,1010800030,1087482;1083274;1083275,755,10 avenue,manhattan,10019,yes,in compliance,88.8,0,139.4,0,0,none,44,420.5,277.3,143.2,78232,multifamily housing
7398,4076330001,4451102;4451147;4861874;4861875;4451103;4451148;4444270;4451104;4451105;4860719;4860718;4444308;4451155;4860720;4444309;4861872;4861873;4451106;4860721;4459618;4861871;4861870;4451107;4459619;4861869;4861868;4451108;4860723;4459620;4861866;4861867;4451109;4459621;4861864;4861865;4451110;4860724;4860725;4459622;4861862;4861863;4451111;4459623;4861858;4861861;4451112;4860726;4860727;4459624;4861859;4861860;4451113;4860728;4860729;4459625;4861856;4861857;4451114;4459626;4451115;4451116;4860730;4860731;4451152;4451153;4860732;4451154;4451156;4860733;4861854;4861855;4451157;4444268;4861852;4861853;4444310,213-09,73 avenue,queens,11364,yes,in compliance,122,117.9,157.1,152.8,0,none,29,1226.7,1025.8,200.9,171908,multifamily housing
7399,4031490019,4074416,75-10,yellowstone blvd,queens,11374,yes,in compliance,84.4,81.6,121.8,118.9,0,none,0,285.5,209.6,75.9,57600,other
7400,2043170001,2049368,2144,bronx park east,bronx,10462,yes,in compliance,91.3,87.4,117.1,113.1,0,none,51,596.7,512.9,83.8,87655,multifamily housing
7401,2046420006,2057274,3520,olinville avenue,bronx,10467,yes,in compliance,72.3,0,104.1,0,76.57,abs,76,454.6,352.9,101.7,85000,multifamily housing
7402,2033350150,2018018;2018040,3200,rochambeau avenue,bronx,10467,yes,in compliance,84.6,0,100,0,0,none,72,410.6,374.3,36.3,64866,multifamily housing
7403,2032560150,2015734,2899,kingsbridge terrace,bronx,10463,yes,in compliance,123.8,0,151.9,0,119.72,abs,22,738.9,656.3,82.6,79870,multifamily housing
7404,2032560144,2015733,2905,kingsbridge terrace,bronx,10463,yes,in compliance,112.3,107.2,138,133,0,none,20,849.8,754.2,95.6,100916,multifamily housing
7405,2031430285,2013340,2332,tiebout avenue,bronx,10458,yes,in compliance,108.7,104.7,152.1,147.7,0,none,26,765.8,582.9,182.9,121255,multifamily housing
7406,4005500010,4529893,21-05,30 drive,queens,11102,yes,in compliance,81.4,0,120.5,0,0,none,0,497.8,354.5,143.3,103194,multifamily housing
7407,2033260045,2017733,91,east 208 street,bronx,10467,yes,in compliance,130,0,166.6,0,0,none,19,548.6,472.1,76.5,56000,multifamily housing
7408,4123220001,4435290,166-01,linden boulevard,queens,11434,yes,in compliance,119.6,0,168.6,0,0,none,0,919.6,694.6,225,131982,multifamily housing
7409,2023270072,2097041,373,east 148 street,bronx,10455,yes,in compliance,8.6,0,25.1,0,0,none,100,48.9,3.7,45.2,71000,office
7410,3019010007,3054783,196,clinton avenue,brooklyn,11205,yes,in compliance,0,0,0,0,0,none,0,0,0,0,86576,multifamily housing
7411,3014200061,3038318,1049,montgomery street,brooklyn,11213,yes,in compliance,0,0,0,0,0,none,0,0,0,0,63285,multifamily housing
7412,3006010001,3008840,61,otsego street,brooklyn,11231,yes,in compliance,25.2,25.2,71.8,71.8,12.72,abs,52,109.6,10.2,99.4,55186,non-refrigerated warehouse
7413,4005840001,4007289,34-50,29 street,queens,11106,yes,in compliance,106.7,103.4,140.6,137.1,0,none,41,346.2,284.8,61.3,52490,multifamily housing
7414,4001340029,4001163,41-06,50 street,queens,11377,yes,in compliance,21.3,21.1,46,45.7,0,none,100,162.1,45.2,116.9,61590,multifamily housing
7415,4033580001,4864822,120-10,queens boulevard,queens,11415,yes,in compliance,57.5,55.6,106.3,104.5,0,none,43,383.7,195.1,188.6,103449,multifamily housing
7416,3076540024,3209904,3601,kings highway,brooklyn,11234,yes,in compliance,75.5,73.8,101.2,99.4,56.07,abs,85,252.5,201.7,50.8,58390,multifamily housing
7417,3065310006,3171268,1014,avenue j,brooklyn,11230,yes,in compliance,22.6,22.6,70.9,70.9,0,none,96,96.2,0,96.2,51380,multifamily housing
7418,3088180043,3248245,2265,gerritsen avenue,brooklyn,11229,yes,in compliance,92.9,90.7,133.5,131.1,0,none,38,587.6,433.7,153.9,107906,multifamily housing
7419,1014507501,1045146,333,east 74 street,manhattan,10021,yes,in compliance,80.4,80.3,123.1,122.9,0,none,72,582.2,428.5,153.6,94392,multifamily housing
7420,4033120001,4433884,107-01,park lane south,queens,11415,yes,in compliance,137.7,134.4,188.8,184.5,0,none,16,873.8,681.1,192.7,109990,multifamily housing
7421,2032530255,2015580,2875,sedgwick avenue,bronx,10468,yes,in compliance,79.8,79.8,103.3,103.2,0,none,67,643.2,549.3,93.9,107210,multifamily housing
7422,1022300001,1064874,5000,broadway,manhattan,10034,yes,in compliance,92.9,89.8,131.8,128.6,66.81,abs,52,406.2,304.3,101.9,74924,multifamily housing
7423,1021790080,1064335,867,west 181 street,manhattan,10033,yes,in compliance,102.4,102.4,130.1,130.1,0,none,50,563.2,487.7,75.5,73262,multifamily housing
7424,1008360001,1015867,1302,broadway,manhattan,10001,yes,in compliance,85,85,254,254,0,none,47,2622.6,169.5,2453,374660,office
7425,3055907502,3390875;3800771 ;3801791,970,41 street,brooklyn,11219,yes,in compliance,81.1,79.1,127.8,125.6,0,none,29,374.9,246.2,128.8,76259,multifamily housing
7426,3003000017,3003212,380,henry street,brooklyn,11201,yes,in compliance,166.5,164.5,264.8,263.3,0,none,39,1758.6,1139.3,619.4,173640,senior care community
7427,1007280060,1012836,442,west 31 street,manhattan,10001,yes,in compliance,60.2,57.5,117.3,114.2,0,none,93,445,204.2,240.8,112146,office
7428,3013520001,0,1400,bergen street,brooklyn,11213,yes,in compliance,0,0,0,0,0,manual,0,0,0,0,0,0
7429,3043710001,0,215,wortman avenue,brooklyn,11207,yes,in compliance,0,0,0,0,0,manual,0,0,0,0,0,0
7430,1018360001,1079365;1079375;1079388;1081297;1081298;1081299;1081300;1081301;1081302;1083820;1079336;1079347;1079350;1079356;1079408;1079419,825,columbus avenue,manhattan,10025,yes,in compliance,104.4,100.1,109.7,105.1,0,none,85,12330.7,12330.7,0,2221782,multifamily housing
7431,1018550001,,,Not Available,manhattan,,no,not applicable,0,0,0,0,0,0,0,0,0,0,0,Not Available
7432,2029100001,0,3603,3 avenue,bronx,10456,yes,in compliance,0,0,0,0,0,manual,0,0,0,0,0,0
7433,3015980001,0,113,lewis avenue,brooklyn,11206,yes,in compliance,0,0,0,0,0,0,0,0,0,0,0,0
7434,3016010024,0,942,dekalb avenue,brooklyn,11221,yes,in compliance,0,0,0,0,0,0,0,0,0,0,0,0
7435,1012050034,1031626,320,central park west,manhattan,10025,yes,in compliance,74.2,0,107.5,0,0,none,46,1863.7,1430.2,433.6,349345,multifamily housing
7436,3015970001,3043216;3324968;3324969;3324970;3324972;3324973;3043112;3043113;3341752,159,marcus garvey blvd,brooklyn,11206,yes,in compliance,141.9,0,148.9,0,0,none,52,8101.5,8101.5,0,1074000,multifamily housing
7437,3015950001,,,Not Available,brooklyn,,no,not applicable,0,0,0,0,0,0,0,0,0,0,0,Not Available
7438,3015950024,,,Not Available,brooklyn,,no,not applicable,0,0,0,0,0,0,0,0,0,0,0,Not Available
7439,3011970006,3029735,479,flatbush avenue,brooklyn,11225,yes,in compliance,0,0,0,0,0,none,0,0,0,75.1,80000,retail store
7440,4015700001,4039288,88-10,whitney avenue,queens,11373,yes,in compliance,0,0,0,0,84.33,abs,0,0,0,56.8,55553,multifamily housing
7441,1014170035,1043848,220,east 63 street,manhattan,10065,yes,in compliance,79.3,79.1,142.2,141.7,44.65,manual,29,1077.9,19.5,1058.4,190995,multifamily housing
7442,4026110136,4439290,51-18,grand avenue,queens,11378,yes,in compliance,9.2,0,23.9,0,0,none,97,90.8,17.1,73.6,131000,non-refrigerated warehouse
7443,4084010600,4456352,245-10,grnd cntrl pkwy sr s,queens,11426,yes,in compliance,88.7,87.3,162.4,161,14.09,manual,7,739.7,435.2,304.4,107483,multifamily housing
7444,3050560064,3116025,181,clarkson avenue,brooklyn,11226,yes,in compliance,72.9,69.1,93.9,90,0,none,86,255.8,212.9,42.9,62100,multifamily housing
7445,4049940051,4112963,34-20,parsons boulevard,queens,11354,yes,in compliance,35.9,0,65.1,0,0,none,100,331.4,187.2,144.2,130495,multifamily housing
7446,1002127503,1002736;1812036;1808821,1,york street,manhattan,10013,yes,in compliance,87.3,84.3,139.5,136.3,39.23,abs,13,491.5,316,175.5,92431,multifamily housing
7447,2026740051,2004915,645,prospect avenue,bronx,10455,yes,in compliance,80.6,78.9,116.5,114.6,0,none,48,621.9,456.2,165.8,131292,multifamily housing
7448,1001407505,1001505,157,chambers street,manhattan,10007,yes,in compliance,83,82,188.8,185.5,0,none,4,541.4,168.7,372.6,92408,multifamily housing
7449,1015120025,1047650,151,east 83 street,manhattan,10028,yes,in compliance,88.1,0,127.6,0,44.83,abs,0,515.5,382.5,133,93925,multifamily housing
7450,4002550023,4003456,33-02,48 avenue,queens,11101,yes,in compliance,154.6,0,219.6,0,0,none,0,1286.8,965.5,321.2,141000,non-refrigerated warehouse
7451,4051937502,4534926;4117238,43-21,union street,queens,11355,yes,in compliance,46.6,44,87.8,83.9,0,none,73,218.7,107.3,111.4,72224,multifamily housing
7452,2028620008,2008383,62,west tremont avenue,bronx,10453,yes,in compliance,87.1,83.4,102.1,98.4,0,none,80,630.4,577.2,53.2,97500,multifamily housing
7453,3011640042,3029055;3029056,230,park place,brooklyn,11238,yes,in compliance,64,0,90,0,26.08,abs,86,436.4,332,104.4,114495,multifamily housing
7454,4067977501,4449888,71-12,162 street,queens,11365,yes,in compliance,0,0,0,0,0,none,0,0,0,0,109500,multifamily housing
7455,4050207502,4467623,142-18,38 avenue,queens,11354,yes,in compliance,0,0,0,0,0,none,0,0,0,0,51175,multifamily housing
7456,3011890024,3029714,934,carroll street,brooklyn,11225,yes,in compliance,108.3,0,110.4,0,107.06,abs,0,378.8,376.9,1.9,46437,multifamily housing
7457,1008977501,1019536,203,east 16 street,manhattan,10003,yes,in compliance,32503.6,29635.2,39125.9,35675.2,35.21,manual,0,129502.7,1.4,129501.3,60000,mixed use property
7458,1008971001,,,Not Available,manhattan,,no,not applicable,0,0,0,0,0,0,0,0,0,0,0,Not Available
7459,1007870067,1014465,246,west 38 street,manhattan,10018,yes,in compliance,48.9,43,97.3,91.1,0,none,97,371,191.3,179.7,96275,office
7460,1008971002,,,Not Available,manhattan,,no,not applicable,0,0,0,0,0,0,0,0,0,0,0,Not Available
7461,1008971003,,,Not Available,manhattan,,no,not applicable,0,0,0,0,0,0,0,0,0,0,0,Not Available
7462,1008971004,,,Not Available,manhattan,,no,not applicable,0,0,0,0,0,0,0,0,0,0,0,Not Available
7463,1008971005,,,Not Available,manhattan,,no,not applicable,0,0,0,0,0,0,0,0,0,0,0,Not Available
7464,1008971006,,,Not Available,manhattan,,no,not applicable,0,0,0,0,0,0,0,0,0,0,0,Not Available
7465,1008971007,,,Not Available,manhattan,,no,not applicable,0,0,0,0,0,0,0,0,0,0,0,Not Available
7466,1008971008,,,Not Available,manhattan,,no,not applicable,0,0,0,0,0,0,0,0,0,0,0,Not Available
7467,1008971009,,,Not Available,manhattan,,no,not applicable,0,0,0,0,0,0,0,0,0,0,0,Not Available
7468,1008971010,,,Not Available,manhattan,,no,not applicable,0,0,0,0,0,0,0,0,0,0,0,Not Available
7469,1008971011,,,Not Available,manhattan,,no,not applicable,0,0,0,0,0,0,0,0,0,0,0,Not Available
7470,1008971012,,,Not Available,manhattan,,no,not applicable,0,0,0,0,0,0,0,0,0,0,0,Not Available
7471,1008971013,,,Not Available,manhattan,,no,not applicable,0,0,0,0,0,0,0,0,0,0,0,Not Available
7472,1008971014,,,Not Available,manhattan,,no,not applicable,0,0,0,0,0,0,0,0,0,0,0,Not Available
7473,1008971015,,,Not Available,manhattan,,no,not applicable,0,0,0,0,0,0,0,0,0,0,0,Not Available
7474,1008971016,,,Not Available,manhattan,,no,not applicable,0,0,0,0,0,0,0,0,0,0,0,Not Available
7475,1008971017,,,Not Available,manhattan,,no,not applicable,0,0,0,0,0,0,0,0,0,0,0,Not Available
7476,1008971018,,,Not Available,manhattan,,no,not applicable,0,0,0,0,0,0,0,0,0,0,0,Not Available
7477,1008971019,,,Not Available,manhattan,,no,not applicable,0,0,0,0,0,0,0,0,0,0,0,Not Available
7478,1008971020,,,Not Available,manhattan,,no,not applicable,0,0,0,0,0,0,0,0,0,0,0,Not Available
7479,1008971021,,,Not Available,manhattan,,no,not applicable,0,0,0,0,0,0,0,0,0,0,0,Not Available
7480,1008971022,,,Not Available,manhattan,,no,not applicable,0,0,0,0,0,0,0,0,0,0,0,Not Available
7481,1008971023,,,Not Available,manhattan,,no,not applicable,0,0,0,0,0,0,0,0,0,0,0,Not Available
7482,1008971024,,,Not Available,manhattan,,no,not applicable,0,0,0,0,0,0,0,0,0,0,0,Not Available
7483,1008971025,,,Not Available,manhattan,,no,not applicable,0,0,0,0,0,0,0,0,0,0,0,Not Available
7484,1008971026,,,Not Available,manhattan,,no,not applicable,0,0,0,0,0,0,0,0,0,0,0,Not Available
7485,1008971027,,,Not Available,manhattan,,no,not applicable,0,0,0,0,0,0,0,0,0,0,0,Not Available
7486,1008971028,,,Not Available,manhattan,,no,not applicable,0,0,0,0,0,0,0,0,0,0,0,Not Available
7487,1008971029,,,Not Available,manhattan,,no,not applicable,0,0,0,0,0,0,0,0,0,0,0,Not Available
7488,1008971030,,,Not Available,manhattan,,no,not applicable,0,0,0,0,0,0,0,0,0,0,0,Not Available
7489,1008971031,,,Not Available,manhattan,,no,not applicable,0,0,0,0,0,0,0,0,0,0,0,Not Available
7490,1008971032,,,Not Available,manhattan,,no,not applicable,0,0,0,0,0,0,0,0,0,0,0,Not Available
7491,1008971033,,,Not Available,manhattan,,no,not applicable,0,0,0,0,0,0,0,0,0,0,0,Not Available
7492,1008971034,,,Not Available,manhattan,,no,not applicable,0,0,0,0,0,0,0,0,0,0,0,Not Available
7493,1008971035,,,Not Available,manhattan,,no,not applicable,0,0,0,0,0,0,0,0,0,0,0,Not Available
7494,1008971036,,,Not Available,manhattan,,no,not applicable,0,0,0,0,0,0,0,0,0,0,0,Not Available
7495,1013740001,1040751,781,5 avenue,manhattan,10022,yes,in compliance,161.8,157.7,284.8,280.4,90.24,manual,2,3866.2,2.4,3863.7,335897,hotel
7496,5000200008,5112989;5108464;5805204,100,daniel low terrace,staten island,10301,yes,in compliance,129,122.5,143.1,136.6,0.11,manual,36,1205.4,1143.7,61.6,125254,multifamily housing
7497,3022977502,3397613;3331568;3823102,125,north 10 street,brooklyn,11249,yes,in compliance,81.9,78.6,177.2,172.5,0,none,22,510.1,183.7,326.4,90260,multifamily housing
7498,1018510012,1055893,127,west 96 street,manhattan,10025,yes,in compliance,72.2,0,106.9,0,32.69,abs,88,538.2,386.4,151.9,121710,multifamily housing
7499,1001427501,1087715,270,greenwich street,manhattan,10007,yes,in compliance,115.3,112.3,243.8,240.1,0,none,9,6091.7,2321.6,3770,773597,multifamily housing
7500,1000247501,1078985,40,broad street,manhattan,10004,yes,in compliance,125.6,124.4,278.6,277.2,0,none,6,2269.7,93.7,2176,242953,multifamily housing
7501,4161127501,4540153;4819156;4303356,79-14,rockaway beach blvd,queens,11693,yes,in compliance,0,0,0,0,0,none,0,0,0,0,118192,multifamily housing
7502,4051400006,4116333,136-04,cherry avenue,queens,11355,yes,in compliance,88,88,115.8,115.8,0,none,88,528.1,443.5,84.5,81590,multifamily housing
7503,1013977504,1042069,130,east 63 street,manhattan,10065,yes,in compliance,65.7,65.7,119.5,119.5,0,none,53,486.3,254.8,231.5,115461,multifamily housing
7504,4161137501,4530771,2-21,beach 80 street,queens,11693,yes,in compliance,33.3,32.4,104.6,101.8,0,none,88,206.7,0,206.7,74833,multifamily housing
7505,4161137502,4531752,260,beach 81 street,queens,11693,yes,in compliance,30,29.2,94.3,91.7,0,none,92,296.1,0,296.1,118902,multifamily housing
7506,2045970021,2056265,3230,cruger avenue,bronx,10467,yes,in compliance,0,0,0,0,0,none,0,0,0,0,74645,multifamily housing
7507,2028400049,2008051,106,marcy place,bronx,10452,yes,in compliance,0,0,0,0,147.37,abs,0,0,0,0,61143,multifamily housing
7508,4105990100,4434653;4434656;4445475;4434654,206-09,86 road,queens,11427,yes,in compliance,0,0,0,0,0,none,0,0,0,0,152380,multifamily housing
7509,4105900100,4434635;4434636;4434640;4434639;4434637;4434638,86-50,francis lewis blvd,queens,11427,yes,in compliance,73.5,71.8,93.3,91.5,0,none,83,945.1,798.5,146.6,228570,multifamily housing
7510,5006107502,5015704,850,howard avenue,staten island,10301,yes,in compliance,95.4,0,153.5,0,45.67,abs,30,327,208.3,118.6,56080,multifamily housing
7511,2030260020,2011070,386,east fordham road,bronx,10458,yes,in compliance,134.7,0,323.4,0,0,none,17,575.8,149.5,426.3,59050,retail store
7512,4105920150,4434643;4434642;4434641;4434644,210-10,grnd cntrl pkwy sr e,queens,11427,yes,in compliance,104,101,128.2,124.8,0,none,39,882.8,767.7,115.1,152380,multifamily housing
7513,4105930002,4434645;4434646;4434647;4434648;4434649;4434650;4434651;4434652,86-09,grand centrl parkway,queens,11427,yes,in compliance,56,54.8,70.9,69.6,0,none,98,965.4,818.8,146.6,304760,multifamily housing
7514,4014560035,4035816;4035815,82-11,37 avenue,queens,11372,yes,in compliance,54.2,0,141.6,0,0,none,0,632.5,113,519.5,154708,retail store
7515,2026070049,2113109,564,east 166 street,bronx,10456,yes,in compliance,79.1,76,115.1,112,0,none,70,318.2,231.1,87,68306,multifamily housing
7516,2026140019,2113111,1208,franklin avenue,bronx,10456,yes,in compliance,9.3,9.3,29.2,29.2,0,none,100,52.7,0,52.7,68300,multifamily housing
7517,3064850003,3343974; 3339250,1511,independence avenue,brooklyn,11228,yes,in compliance,142.9,139.9,170.7,167.7,0,none,29,1075,965.6,109.4,124831,multifamily housing
7518,1014750005,1046253,504,east 63 street,manhattan,10065,yes,in compliance,235.8,229.2,304.2,297.6,0,none,1,8631,7210.8,1420.2,621054,multifamily housing
7519,3054110023,3127619,420,avenue f,brooklyn,11218,yes,in compliance,22.1,22.1,46.3,46.3,143.46,abs,100,109.1,50.9,58.2,62290,multifamily housing
7520,1002317501,1003023,443,broadway,manhattan,10013,yes,in compliance,67.9,64.6,163.6,158.9,0,none,0,291.8,74.9,216.9,59244,multifamily housing
7521,1014660037,1045839,420,east 72 street,manhattan,10021,yes,in compliance,85.6,85.7,107.8,108,43.94,manual,60,1529.4,1334.2,195.2,236350,multifamily housing
7522,1009280001,1020569,382,2 avenue,manhattan,10010,yes,in compliance,105.4,101.7,178,173.5,0,none,25,1340,64.2,1275.8,182110,multifamily housing
7523,1013297501,1038578,231,east 55 street,manhattan,10022,yes,in compliance,78,0,103.8,0,0,none,51,767.4,640.3,127.1,131902,multifamily housing
7524,3022190035,3060847,318,marcy avenue,brooklyn,11211,yes,in compliance,100.9,101.1,162,162.6,83.68,abs,10,319.1,203.9,115.2,51796,multifamily housing
7525,1010067501,1023166,159,west 53 street,manhattan,10019,yes,in compliance,121.6,118.5,238.8,234.9,0,none,24,3142,137,3005,358000,mixed use property
7526,3073970034,3201757,1245,avenue x,brooklyn,11235,yes,in compliance,79.4,0,116.3,0,123.15,manual,0,584.4,421.7,162.7,124636,multifamily housing
7527,2028610123,2008371,1800,davidson avenue,bronx,10453,yes,in compliance,96.1,91.2,106.1,101.1,121.25,abs,84,497.7,473.7,24,70700,multifamily housing
7528,2057870154,2084101,3300,netherland avenue,bronx,10463,yes,in compliance,69.6,0,102.9,0,0,none,82,343.2,244.8,98.3,83250,multifamily housing
7529,1018257501,1087943,106,west 116 street,manhattan,10026,yes,in compliance,66.7,63.6,107.6,103.9,0,none,72,231.9,147.2,84.7,56831,multifamily housing
7530,1016450050,1052357,152,east 118 street,manhattan,10035,yes,in compliance,58.5,56.4,101,98.6,0,none,80,189.2,108.3,80.9,51516,multifamily housing
7531,1017280057,1053805,38,west 131 street,manhattan,10037,yes,in compliance,106.4,102.6,175.3,171.3,48.18,abs,0,503,309.7,193.2,76680,multifamily housing
7532,3004070026,3006476,126,4 avenue,brooklyn,11217,yes,in compliance,75.5,73,134,131.6,49.69,manual,57,0,0,137,60502,multifamily housing
7533,1014240034,1043912,220,east 70 street,manhattan,10021,yes,in compliance,116.9,112.2,211.3,206.3,0,none,1,506.3,268.1,238.2,67779,multifamily housing
7534,2028920024,2009375,320,east 176 street,bronx,10457,yes,in compliance,111.3,107.3,141,137.1,112.18,abs,45,675.2,586.9,88.3,79517,multifamily housing
7535,1018230018,1055008,60,st nicholas avenue,manhattan,10026,yes,in compliance,103.3,98.9,152.8,148.1,114.97,abs,40,395.3,281.8,113.5,64592,multifamily housing
7536,2032480150,2015291,2710,sedgwick avenue,bronx,10468,yes,in compliance,81.3,78.8,118.5,115.8,0,none,91,479.2,348.1,131.1,100000,multifamily housing
7537,2046580021,2057709,3441,barnes avenue,bronx,10467,yes,in compliance,115.6,111.3,207.7,202.5,91.74,manual,33,570.5,305.2,265.3,77403,senior care community
7538,1013000014,1036186;1071452,460,lexington avenue,manhattan,10017,yes,in compliance,70,69.5,203.9,203.6,0.12,manual,65,7040.6,40.7,6999.9,1243174,office
7539,4051820074,4117060,140-11,ash avenue,queens,11355,yes,in compliance,97.9,0,125.8,0,0,none,0,501.7,418.9,82.7,90754,multifamily housing
7540,1008510001,1016278,171,5 avenue,manhattan,10010,yes,in compliance,96.5,89.6,205.5,198.6,0,none,80,1451.8,640.8,811,193000,office
7541,1013190029,1037591,847,2 avenue,manhattan,10017,yes,in compliance,110.9,0,152.3,0,0,none,0,642.7,523.9,118.7,75858,multifamily housing
7542,4114340100,4434859;4434858,151-25,88 street,queens,11414,yes,in compliance,28.3,0,51.2,0,40.9,abs,0,330.3,196.9,133.4,152100,multifamily housing
7543,1021740211,1064212,40,thayer street,manhattan,10040,yes,in compliance,147.6,141.5,183.9,177.7,0,none,4,565.1,496.6,68.6,51070,multifamily housing
7544,1021790274,1064369,220,cabrini boulevard,manhattan,10033,yes,in compliance,94.5,94.4,127.8,127.7,0,none,39,415.8,342.9,72.9,58008,multifamily housing
7545,1018480036,1055850,370,manhattan avenue,manhattan,10026,yes,in compliance,105,100,138.4,133.4,63.32,abs,27,548.4,461.6,86.7,69000,multifamily housing
