"NYC Borough, Block, and Lot (BBL)",Reported NYC Building Identification Numbers (BINs),Street Number,Street Name,Borough,Zip Code,BBL on the Covered Buildings List,DOF Benchmarking Submission Status,Site EUI(kBtu/ft2),Weather Normalized Site EUI(kBtu/ft2),Source EUI(kBtu/ft2),Weather Normalized Source EUI(kBtu/ft2),Municipally Supplied Potable Water - Indoor Intensity (gal/ft²),Reported Water Method,ENERGY STAR Score,Total GHG Emissions(MtCO2e),Direct GHG Emissions(MtCO2e),Indirect GHG Emissions(MtCO2e),Reported Property Floor Area (Building(s)) (ft²),Primary Property Type - Self Selected
3075560053,3205831;3819931,120,KENILWORTH PLACE    ,BROOKLYN            ,11210,Yes,In Compliance ,103,100.5,140.7,137.9,null,None,47,465.3,364.3,101,"78,375",Multifamily Housing
4051230004,5001536,   134-14,FRANKLIN AVENUE     ,QUEENS,11355,Yes,In Compliance ,99.4,95.3,132.7,128.5,78.05,ABS,52,656.5,546.6,109.9,"88,000",Multifamily Housing
4050230001,4113654,   143-01,  41 AVENUE         ,QUEENS,11355,Yes,In Compliance ,147.4,138.4,182.7,173.8,80.96,ABS,null,847.5,747.2,100.2,"76,732",Multifamily Housing
3067470052,3181100,"1,801",AVENUE N            ,BROOKLYN            ,11230,Yes,In Compliance ,74.8,73.1,101.8,99.9,48.6,ABS,null,304.7,239.5,65.2,"70,752",Multifamily Housing
4008460042,4017708,    21-24,  31 STREET         ,QUEENS,11105,Yes,In Compliance ,105.2,100,140.3,135,null,None,50,696.8,580.7,116,"88,000",Multifamily Housing
4008460048,4017709,    21-38,  31 STREET         ,QUEENS,11105,Yes,In Compliance ,118.7,110.9,151.4,143.3,null,None,null,787.9,680.7,107.3,"88,096",Multifamily Housing
4001880021,4002458,    41-00,  43 AVENUE         ,QUEENS,11104,Yes,In Compliance ,90.2,85.6,119.5,114.5,null,None,65,499.2,403.7,95.5,"97,020",Multifamily Housing
4001850017,4002388,    41-11,  40 STREET         ,QUEENS,11104,Yes,In Compliance ,133.4,128,165.8,160.6,71.63,ABS,9,790.6,695.8,94.8,"79,000",Multifamily Housing
3053900066,3126838,465,OCEAN PARKWAY       ,BROOKLYN            ,11218,Yes,In Compliance ,117.1,115.2,151,148.9,null,None,null,606.3,505.3,101,"90,228",Multifamily Housing
4023740160,4054759,    53-00,  65 PLACE          ,QUEENS,11378,Yes,In Compliance ,119.9,115.9,180.8,176.5,81.5,ABS,4,388.1,272.5,115.7,"52,800",Multifamily Housing
4030870025,4072170,    65-74,SAUNDERS STREET     ,QUEENS,11374,Yes,In Compliance ,79.8,76.3,109.3,105.6,null,None,null,291.5,227.4,64.1,"63,360",Multifamily Housing
4022120001,4052234,    69-11,YELLOWSTONE BLVD    ,QUEENS              ,11375,Yes,In Compliance ,79.6,76.7,114.1,111,null,None,69,565.3,418.7,146.6,"121,202",Multifamily Housing
3012710005,3033020,706,EASTERN PARKWAY     ,BROOKLYN            ,11213,Yes,In Compliance ,109.9,105.6,156.9,152.4,43.16,ABS,13,458.2,344.9,113.3,"68,000",Multifamily Housing
4012780001,4029648,    78-12,  35 AVENUE         ,QUEENS,11372,Yes,In Compliance ,96.5,92.7,124.4,120.5,42.03,ABS,44,583.1,487.4,95.7,"103,200",Multifamily Housing
4015770001,4039409,    91-36,LAMONT AVENUE       ,QUEENS,11373,Yes,In Compliance ,22.8,18.4,51.5,47.2,null,None,100,155.5,60.3,95.2,"86,000",Multifamily Housing
4030780103,4072035,    93-40,QUEENS BOULEVARD    ,QUEENS,11374,Yes,In Compliance ,97.2,93,128,123.6,null,None,57,317,258,59,"57,288",Multifamily Housing
4031597501,4074783,    98-76,QUEENS BOULEVARD    ,QUEENS,11374,Yes,In Compliance ,71.9,68.8,98.5,95.3,null,None,null,384.3,299.7,84.6,"92,691",Multifamily Housing
1014210005,1080467;1080470;1080471;1080472;1080473;1080474; 1080475;1080476;1080477;1080478,205,EAST   66 STREET    ,MANHATTAN,10065,Yes,In Compliance ,42.5,42.5,98.9,99.1,null,None,96,529,176.9,352.1,"162,120",Multifamily Housing
4161300001,4457808;4819177;4457810,     1-50,BEACH   81 STREET   ,QUEENS,11693,Yes,In Compliance ,119.1,116.7,163.3,160.8,null,None,19,"3,900.3","3,053.4",846.9,"553,515",Multifamily Housing
1005210045,1084825,303,ELIZABETH STREET    ,MANHATTAN,10012,Yes,In Compliance ,52.1,50.6,100.7,99.4,48.02,ABS,80,641.7,300.2,341.4,"187,370",Multifamily Housing
1017260069,1053712,370,LENOX AVENUE        ,MANHATTAN,10027,Yes,In Compliance ,91.5,null,105.5,null,88.32,Manual,76,398.2,368.4,29.8,"62,244",Multifamily Housing
1010260032,null,848,   7 AVENUE         ,MANHATTAN,10019,Yes,In Compliance ,55.5,55.4,149.4,149.3,null,None,79,331.2,49,282.2,"78,010",Office
3054710008,3129856,"5,201",  15 AVENUE         ,BROOKLYN            ,11219,Yes,In Compliance ,null,null,null,null,null,None,null,null,null,null,"64,350",Multifamily Housing
1020090029,1060066,607,LENOX AVENUE        ,MANHATTAN,10037,Yes,In Compliance ,44.5,null,51.1,null,8.51,Manual,100,192.1,178.5,13.6,"65,736",Multifamily Housing
1010540041,1083762,420,WEST   45 STREET    ,MANHATTAN,10036,Yes,In Compliance ,79.5,78.1,198.6,197.2,null,None,22,413.1,114,299,"65,000",Office
3061200029,3155714,128,MARINE AVENUE       ,BROOKLYN            ,11209,Yes,In Compliance ,1.4,1.4,4.3,4.3,29.4,Manual,null,8.7,0,8.7,"76,000",Multifamily Housing
1003720060,1086167,280,EAST    2 STREET    ,MANHATTAN,10009,Yes,In Compliance ,77,74.3,134.4,131.1,38.94,ABS,60,339.2,190.8,148.5,"69,900",Multifamily Housing
1014147502,1087103;1043337,205,EAST   59 STREET    ,MANHATTAN,10022,Yes,In Compliance ,101.6,98.4,224.9,221,null,None,1,893.7,302.2,591.5,"126,160",Multifamily Housing
1011050029,1081009,601,WEST   57 STREET    ,MANHATTAN,10019,Yes,In Compliance ,99.7,null,182,null,49.38,ABS,19,"3,514.1","1,828","1,686.1","549,303",Multifamily Housing
4022230038,4052344,   108-37,  71 AVENUE         ,QUEENS,11375,Yes,In Compliance ,135.5,134.2,187.5,186.3,null,None,14,898.1,692.5,205.6,"114,510",Multifamily Housing
4022230020,4052343,   108-48,  70 ROAD           ,QUEENS,11375,Yes,In Compliance ,111.8,111.7,158.8,158.7,null,None,39,817.6,611.7,205.9,"125,251",Multifamily Housing
4098350003,4589727;4540697,   175-01,HILLSIDE AVENUE     ,QUEENS,11432,Yes,In Compliance ,22.7,22.6,62.6,62.4,null,None,100,630.6,79.2,551.5,"358,370",Multifamily Housing
4098340056,4210397,   175-21,  88 AVENUE         ,QUEENS,11432,Yes,In Compliance ,22,21.8,53,52.4,null,None,100,169.1,43.3,125.8,"105,994",Multifamily Housing
4099540066,4213294,   185-01,HILLSIDE AVENUE     ,QUEENS,11432,Yes,In Compliance ,82.8,80.5,119.1,116.4,null,None,86,484.5,357.1,127.4,"99,792",Multifamily Housing
4015040001,4037122,    40-05,HAMPTON STREET      ,QUEENS,11373,Yes,In Compliance ,137.7,132.2,202,196.6,null,None,28,645.9,464.9,181,"79,424",Multifamily Housing
4014900018,4036837,    79-11,  41 AVENUE         ,QUEENS,11373,Yes,In Compliance ,112.1,108.6,149,145.4,null,None,53,"2,104","1,695.1",408.9,"328,776",Multifamily Housing
4014910021,4036854,    80-15,  41 AVENUE         ,QUEENS,11373,Yes,In Compliance ,105.5,102.7,139.7,137,88.13,ABS,60,"1,661.7","1,343.9",317.7,"276,276",Multifamily Housing
4099370042,4212921,    87-24,MIDLAND PARKWAY     ,QUEENS,11432,Yes,In Compliance ,79.3,77.4,112.9,110.6,null,None,80,300.8,224.5,76.2,"64,857",Multifamily Housing
4098330035,4210382,    88-10, 178 STREET         ,QUEENS,11432,Yes,In Compliance ,79.8,77.4,118,115.1,64.24,ABS,85,561.5,400.4,161,"118,793",Multifamily Housing
1011260038,1028672,8,WEST   74 STREET    ,MANHATTAN,10023,Yes,In Compliance ,80.7,80.7,122.2,122.2,null,None,82,464.1,344.8,119.3,"75,485",Multifamily Housing
1008077501,1087535,132,WEST   32 STREET    ,MANHATTAN,10001,Yes,In Compliance ,66.9,67.1,129.6,130.1,null,None,null,"2,794","1,419.7","1,374.4","576,457",Multifamily Housing
1010700029,1087341,557,  10 AVENUE         ,MANHATTAN,10036,Yes,In Compliance ,112.4,107.2,177.1,172.3,null,None,8,"2,695","1,784.5",910.5,"386,533",Multifamily Housing
1015570025,1087329,345,EAST   94 STREET    ,MANHATTAN,10128,Yes,In Compliance ,91.2,88.3,152.1,149.8,null,None,null,"1,460.6",978.3,482.3,"206,311",Multifamily Housing
1001700001,1085786,336,BROADWAY            ,MANHATTAN,10013,Yes,In Compliance ,71.8,69.8,146.1,143.5,28.78,ABS,41,691.9,289,402.9,"143,500",Multifamily Housing
2044230001,2051208,"2,300",ELY AVENUE          ,BRONX               ,10469,Yes,In Compliance ,182.1,179.4,262.3,260.1,91.52,Manual,36,"2,017.3","1,485.2",532.1,"188,760",Senior Care Community
3000560003,3000157,99,GOLD STREET         ,BROOKLYN            ,11201,Yes,In Compliance ,41.8,40.5,86.3,84.7,30.72,Manual,94,310.5,125.4,185.1,"109,875",Multifamily Housing
2031720016,2013886,"2,338",MORRIS AVENUE       ,BRONX               ,10468,Yes,In Compliance ,222.8,215.3,264.8,256.9,175.68,ABS,1,963.1,875,88.2,"56,925",Multifamily Housing
3050310001,3114847,11,MIDWOOD STREET      ,BROOKLYN            ,11225,Yes,In Compliance ,98,93,132.8,127.4,null,None,null,311.2,245.8,65.4,"55,249",Multifamily Housing
2039270011,2028720,"1,585",WHITE PLAINS ROAD   ,BRONX               ,10462,Yes,In Compliance ,101.8,94.1,132.1,124.4,null,None,44,545,464.9,80.1,"70,125",Multifamily Housing
4097680001,4209026,   162-05,  89 AVENUE         ,QUEENS,11432,Yes,In Compliance ,34.6,33.3,108.5,104.4,109.78,ABS,70,244.1,0,244.1,"85,140",Multifamily Housing
3050880006,3116809,164,LINDEN BOULEVARD    ,BROOKLYN            ,11226,Yes,In Compliance ,101.9,97,142.4,137.3,null,None,null,351.4,267.8,83.6,"59,400",Multifamily Housing
2027900010,2007314,"1,660",TOPPING AVENUE      ,BRONX               ,10457,Yes,In Compliance ,133.9,126.9,171.2,164.1,32.84,ABS,16,782.5,675.4,107.1,"76,560",Multifamily Housing
2028670103,2008512,"1,718",GRAND AVENUE        ,BRONX               ,10453,Yes,In Compliance ,40.4,38.6,126.8,121.2,null,None,62,219.9,0,219.9,"65,670",Multifamily Housing
2024610016,2002810,180,EAST  163 STREET    ,BRONX               ,10451,Yes,In Compliance ,129,119.2,160.5,150.5,null,None,16,743.9,655.1,88.9,"75,731",Multifamily Housing
3050840042,3116652,180,LENOX ROAD          ,BROOKLYN            ,11226,Yes,In Compliance ,70.5,67,98.2,94.6,45.69,ABS,79,409.7,313.6,96.1,"100,186",Multifamily Housing
3050050026,3113954,"2,047",NOSTRAND AVENUE     ,BROOKLYN            ,11210,Yes,In Compliance ,87.2,84.8,116.3,113.8,null,None,63,274.5,220.3,54.1,"55,065",Multifamily Housing
2031690043,2013842,"2,095",CRESTON AVENUE      ,BRONX               ,10453,Yes,In Compliance ,168.3,155.8,211.5,198.5,195.54,ABS,3,972.4,849.9,122.4,"75,798",Multifamily Housing
3050260257,3114645,"2,100",WESTBURY COURT      ,BROOKLYN            ,11225,Yes,In Compliance ,89.5,85.3,116.5,112.1,76.44,ABS,56,418.7,344.9,73.8,"82,540",Multifamily Housing
3050260250,3114644,"2,110",WESTBURY COURT      ,BROOKLYN            ,11225,Yes,In Compliance ,89.7,84.9,129.9,124.8,null,None,null,507.8,371.4,136.4,"96,307",Multifamily Housing
2031560150,2013694,"2,115",RYER AVENUE         ,BRONX               ,10457,Yes,In Compliance ,134.3,128,190.3,184,null,None,null,674.9,535.5,139.4,"65,472",Multifamily Housing
2042870040,2048791,"2,125",CRUGER AVENUE       ,BRONX               ,10462,Yes,In Compliance ,114.2,109,146.3,141.1,115.27,ABS,29,746.6,643.3,103.3,"85,721",Multifamily Housing
2031570064,2013717,"2,165",RYER AVENUE         ,BRONX               ,10457,Yes,In Compliance ,108.6,106.1,153.5,150.9,null,None,null,582.9,463.8,119.1,"69,920",Multifamily Housing
2032500001,2015395,"2,820",SEDGWICK AVENUE     ,BRONX               ,10468,Yes,In Compliance ,85,80.4,114.9,110.3,135.73,ABS,57,622.4,514,108.4,"95,700",Multifamily Housing
2033470001,2018348,"3,250",PERRY AVENUE        ,BRONX               ,10467,Yes,In Compliance ,155.9,148.6,193.4,186,null,None,10,783.1,690.7,92.5,"66,000",Multifamily Housing
2032580228,2015856;2809397,"3,435",GILES PLACE         ,BRONX               ,10463,Yes,In Compliance ,80.9,77.9,112.4,109,57.29,ABS,65,407.2,312.6,94.7,"86,900",Multifamily Housing
3048010037,3106932,388,MIDWOOD STREET      ,BROOKLYN            ,11225,Yes,In Compliance ,77.1,73.3,110.4,106.3,null,None,null,493.7,366.4,127.3,"109,313",Multifamily Housing
3013220046,3035120,415,LEFFERTS AVENUE     ,BROOKLYN            ,11225,Yes,In Compliance ,68.8,65.3,108.3,104.6,204.99,ABS,57,521.4,342.7,178.8,"125,070",Multifamily Housing
2031750015,2013932,50,EAST  191 STREET    ,BRONX               ,10468,Yes,In Compliance ,111.8,106.4,140.3,134.9,null,None,31,"1,119.9",979.8,140.1,"131,406",Multifamily Housing
2051150024,2071915,707,EAST  242 STREET    ,BRONX               ,10470,Yes,In Compliance ,114.6,108,123,116.3,null,None,68,558.6,540.4,18.2,"64,550",Multifamily Housing
1007237501,1012826,263,   9 AVENUE         ,MANHATTAN,10001,Yes,In Compliance ,65.3,62.8,138.5,134.5,null,None,15,427.9,161.7,266.2,"95,844",Multifamily Housing
2051150001,2071907;2807813,735,EAST  242 STREET    ,BRONX               ,10470,Yes,In Compliance ,146.2,137.7,174.5,166,92.43,ABS,12,778.6,705.1,73.4,"70,125",Multifamily Housing
2024580026,2002784,750,GRAND CONCOURSE     ,BRONX               ,10451,Yes,In Compliance ,91.9,86,121.9,115.9,null,None,51,939.1,786.1,153,"135,300",Multifamily Housing
3014290017,3038502,750,LEFFERTS AVENUE     ,BROOKLYN            ,11203,Yes,In Compliance ,73,71.9,102,100.9,null,None,77,337.3,257.2,80.1,"79,541",Multifamily Housing
2024830023,2002978,815,GERARD AVENUE       ,BRONX               ,10451,Yes,In Compliance ,35.6,34.2,111.9,107.5,218.51,ABS,null,313.6,0,313.6,"106,128",Multifamily Housing
2024830015,2002977,825,GERARD AVENUE       ,BRONX               ,10451,Yes,In Compliance ,72.2,72.2,103.4,103.4,154.33,ABS,77,450.9,334.2,116.8,"106,615",Multifamily Housing
2024740028,2002904,835,WALTON AVENUE       ,BRONX               ,10451,Yes,In Compliance ,106.9,105,130.2,128.3,8.36,ABS,33,751.3,671.3,79.9,"92,400",Multifamily Housing
3065080006,3170453,870,OCEAN PARKWAY       ,BROOKLYN            ,11230,Yes,In Compliance ,103,null,141,null,null,None,25,855.1,671.4,183.8,"139,710",Multifamily Housing
4097580035,4208865,    89-20, 161 STREET         ,QUEENS,11432,Yes,In Compliance ,93.3,91.9,121,119.5,null,None,65,592.4,506,86.5,"83,160",Multifamily Housing
2027070026,2005519,725,FOX STREET          ,BRONX               ,10455,Yes,In Compliance ,82.2,79.8,121.8,119.2,null,None,74,317.6,239.4,78.1,"52,200",Multifamily Housing
2027070022,2005518,737,FOX STREET          ,BRONX               ,10455,Yes,In Compliance ,68.7,66.7,99.8,97.9,null,None,92,263.6,202.4,61.1,"52,200",Multifamily Housing
4077480500,4444506;4453146;4453147;4444505;4444504;4453148;4444508;4444512;4444507;4444510;4453145;4444509;4444511,   213-06,  75 AVENUE         ,QUEENS,11364,Yes,In Compliance ,63.4,60.5,91.6,88.6,null,None,77,"2,802.7","2,055",747.7,"752,308",Multifamily Housing
4077320002,4453068;4453064;4444447;4444448;4444450;4453065;4444444;4453067;4444449;4453063;4444445;4444446;4444443;4453066,    73-50,BELL BOULEVARD      ,QUEENS,11364,Yes,In Compliance ,70.4,65.9,102.4,97.7,null,None,78,"2,355.4","1,713.1",642.2,"567,924",Multifamily Housing
4077320150,4453071;4453069;4444456;4453070;4444455;4444453;4444454;4444452,   210-11,  75 AVENUE         ,QUEENS,11364,Yes,In Compliance ,87.9,83.9,122.7,118.6,null,None,58,"1,242",947.7,294.2,"243,396",Multifamily Housing
4077480400,4444498;4453144;4444503;4444502;4444501;4444500;4444499,    75-05, 210 STREET         ,QUEENS,11364,Yes,In Compliance ,64.6,62.4,100.8,98.5,null,None,83,949.5,630.7,318.8,"243,396",Multifamily Housing
4105350050,4434609;4434608,   204-15,FOOTHILL AVENUE     ,QUEENS              ,11423,Yes,In Compliance ,86.8,84.7,123.2,120.7,null,None,43,"1,094.1",820,274.1,"215,852",Multifamily Housing
4105350010,4434607;4434606,    87-40,FRANCIS LEWIS BLVD  ,QUEENS              ,11427,Yes,In Compliance ,99.5,97,139.8,137.2,null,None,29,"1,249.6",947.3,302.2,"215,852",Multifamily Housing
4105380070,4315260;4434613,    87-50, 204 STREET         ,QUEENS,11423,Yes,In Compliance ,79.8,78.1,117.7,115.9,null,None,49,"1,019.3",728.3,290.9,"215,852",Multifamily Housing
4105380010,4434611;4434612;4434610,    87-10, 204 STREET         ,QUEENS,11423,Yes,In Compliance ,94.6,91.7,133,129.5,null,None,31,"1,783","1,350.7",432.4,"323,778",Multifamily Housing
1013207506,1037599,211,EAST   46 STREET    ,MANHATTAN,10017,Yes,In Compliance ,111.9,108.8,166.9,163.6,null,None,26,"2,140.9","1,614.5",526.4,"252,063",Multifamily Housing
1010490001,1082934,345,WEST   58 STREET    ,MANHATTAN,10019,Yes,In Compliance ,89.2,null,133.3,null,null,None,39,"1,623.8","1,156.5",467.3,"294,264",Multifamily Housing
1018707502,1082690;1082691,"2,600",BROADWAY            ,MANHATTAN,10025,Yes,In Compliance ,90.6,85.1,132.6,126.9,null,None,25,"1,036.8",782.9,254,"162,813",Multifamily Housing
3021307501,3059506,60,BROADWAY            ,BROOKLYN            ,11249,Yes,In Compliance ,56.9,55,98.1,96.1,null,None,62,698.9,400.6,298.3,"195,924",Multifamily Housing
4015187501,4037525,    84-25,ELMHURST AVENUE     ,QUEENS,11373,Yes,In Compliance ,79,75.6,111.4,107.9,null,None,69,630.9,476.4,154.5,"137,104",Multifamily Housing
1011240027,1028618,115,CENTRAL PARK WEST   ,MANHATTAN,10023,Yes,In Compliance ,81.6,null,127.1,null,null,None,9,"3,253.6","2,196.8","1,056.7","638,864",Multifamily Housing
1006940042,1012335,520,WEST   23 STREET    ,MANHATTAN,10011,Yes,In Compliance ,80.1,77.6,144.2,141.6,null,None,36,521.4,278.1,243.3,"102,033",Multifamily Housing
1009177501,1020214,543,   3 AVENUE         ,MANHATTAN,10016,Yes,In Compliance ,182.6,177.8,319.9,314.1,null,None,null,"1,689.9","1,061.5",628.4,"119,225",Multifamily Housing
1009070056,1019864,200,EAST   27 STREET    ,MANHATTAN,10016,Yes,In Compliance ,95.7,93,163.2,160.3,null,None,null,"1,705.9","1,075",630.9,"247,044",Multifamily Housing
4077380001,4444459;4444457;4453073;4453072;4444458,    73-11,BELL BOULEVARD      ,QUEENS,11364,Yes,In Compliance ,73.9,70.2,109,105.2,null,None,66,827.5,591.3,236.2,"189,308",Multifamily Housing
1008640035,1017105,10,PARK AVENUE         ,MANHATTAN,10016,Yes,In Compliance ,108.4,103.9,176.3,171.2,null,None,15,"1,699.2",110.7,"1,588.5","227,098",Multifamily Housing
1014440015,1044820,333,EAST   69 STREET    ,MANHATTAN,10021,Yes,In Compliance ,103.5,101.1,158,154.5,null,None,15,"1,238.5",22.9,"1,215.6","173,670",Multifamily Housing
1010487501,1026058,347,WEST   57 STREET    ,MANHATTAN,10019,Yes,In Compliance ,192.8,189.1,406.9,404.2,null,None,1,"3,124.8","1,198.4","1,926.3","237,468",Multifamily Housing
1013387501,1038781,846,   2 AVENUE         ,MANHATTAN,10017,Yes,In Compliance ,129.1,122.5,207.7,201.3,null,None,8,746.7,520.6,226.1,"75,302",Multifamily Housing
1009127502,1077352,200,EAST   32 STREET    ,MANHATTAN,10016,Yes,In Compliance ,60.7,57.2,149,139.5,null,None,null,975.2,232.1,743.2,"219,649",Multifamily Housing
1012470040,1033922,310,WEST   86 STREET    ,MANHATTAN,10024,Yes,In Compliance ,72.4,66,98.9,92.4,0.07,ABS,63,407.6,332.7,74.9,"74,851",Multifamily Housing
1012470043,1033923,320,WEST   86 STREET    ,MANHATTAN,10024,Yes,In Compliance ,75.1,68.7,107.6,101.1,null,None,46,424.9,332.3,92.6,"74,910",Multifamily Housing
1014097501,1082906;1802573,157,EAST   74 STREET    ,MANHATTAN,10021,Yes,In Compliance ,144.3,140.1,261.4,257,null,None,null,541.3,285.8,255.6,"58,629",Multifamily Housing
1009060024,1019831,441,   2 AVENUE         ,MANHATTAN,10010,Yes,In Compliance ,77.6,77.5,124.9,124.5,null,None,null,"1,173.1",814.1,359,"199,047",Multifamily Housing
3002310019,3001726,44,PINEAPPLE STREET    ,BROOKLYN            ,11201,Yes,In Compliance ,98.1,null,144.5,null,null,None,8,"2,741","1,982.1",758.9,"455,765",Multifamily Housing
1012377502,1033386,250,WEST   90 STREET    ,MANHATTAN,10024,Yes,In Compliance ,132.6,131.8,246.8,245.6,null,None,null,"1,768.8","1,006.7",762.2,"174,067",Multifamily Housing
1011170036,1028138,46,CENTRAL PARK WEST   ,MANHATTAN,10023,Yes,In Compliance ,77.2,74.5,112.3,109.2,null,None,19,783.9,607.3,176.6,"132,462",Multifamily Housing
1011820020,1030930,315,WEST   70 STREET    ,MANHATTAN,10023,Yes,In Compliance ,66.4,64.5,125.3,123.2,null,None,48,"1,233.9",34.6,"1,199.3","258,974",Multifamily Housing
1009020001,1019633,267,   3 AVENUE         ,MANHATTAN,10010,Yes,In Compliance ,73.5,null,124.7,null,null,None,null,"1,511.3",951.3,560,"290,421",Multifamily Housing
1016007501,1051429;1085936,130,LENOX AVENUE        ,MANHATTAN,10026,Yes,In Compliance ,74.3,72.3,157.3,154.5,null,None,null,"2,084.8",793,"1,291.8","410,662",Multifamily Housing
1013680042,1040474,410,EAST   57 STREET    ,MANHATTAN,10022,Yes,In Compliance ,73.1,70.3,113.6,110.4,null,None,32,611.5,408.7,202.8,"138,666",Multifamily Housing
1008687503,1085975,425,   5 AVENUE         ,MANHATTAN,10016,Yes,In Compliance ,85.8,82.4,144.9,141.3,null,None,36,"1,139.6",675.7,463.8,"213,408",Multifamily Housing
1015647502,1073786,401,EAST   84 STREET    ,MANHATTAN,10028,Yes,In Compliance ,91.6,87.9,160.5,155.8,null,None,null,641.9,13.5,628.4,"99,029",Multifamily Housing
1014367502,1072390,350,EAST   62 STREET    ,MANHATTAN,10065,Yes,In Compliance ,203.2,198.9,312.3,307.9,null,None,null,957.9,682.6,275.2,"67,599",Multifamily Housing
1011860033,1031100,375,WEST END AVENUE     ,MANHATTAN,10024,Yes,In Compliance ,89.3,83.3,115.2,109.2,null,None,32,553.2,474.1,79.1,"81,410",Multifamily Housing
1018940031,1057323,390,RIVERSIDE DRIVE     ,MANHATTAN,10025,Yes,In Compliance ,56,53.6,76.3,73.8,null,None,95,650.6,526.6,124,"167,786",Multifamily Housing
1015640047,1050520,"1,634",   1 AVENUE         ,MANHATTAN,10028,Yes,In Compliance ,71.1,69.4,109.4,107.6,null,None,65,930.8,629.7,301.2,"217,923",Multifamily Housing
1014600001,1045391,"1,206",   1 AVENUE         ,MANHATTAN,10065,Yes,In Compliance ,77,77.1,122.4,122.6,null,None,null,705.6,457.4,248.2,"150,687",Multifamily Housing
1010487504,1082450;1082451,333,WEST   57 STREET    ,MANHATTAN,10019,Yes,In Compliance ,71.7,69.1,107.2,104.6,null,None,65,"1,121.4",845.9,275.5,"204,294",Multifamily Housing
4012650058,4029137,    34-21,  78 STREET         ,QUEENS,11372,Yes,In Compliance ,67.1,64.1,89.7,86.7,null,None,81,291.2,233.3,57.9,"75,833",Multifamily Housing
4012650030,4029134,    34-40,  79 STREET         ,QUEENS,11372,Yes,In Compliance ,73.2,69.8,98.3,94.8,null,None,70,318,253.6,64.4,"75,833",Multifamily Housing
4012650052,4029136,    34-41,  78 STREET         ,QUEENS,11372,Yes,In Compliance ,64.3,61.7,86,83.2,null,None,85,279,223.6,55.5,"75,833",Multifamily Housing
1012347501,1076251,"2,373",BROADWAY            ,MANHATTAN,10024,Yes,In Compliance ,82.7,79.1,157,153,null,None,null,"3,226.6","1,789.3","1,437.3","502,320",Multifamily Housing
1010487503,1076205,301,WEST   57 STREET    ,MANHATTAN,10019,Yes,In Compliance ,103.6,100,234.6,228.9,null,None,1,"2,042.1",16.8,"2,025.3","261,695",Multifamily Housing
1008750019,1017914,81,IRVING PLACE        ,MANHATTAN,10003,Yes,In Compliance ,93.5,90.7,124.1,121.3,null,None,66,562.2,471,91.3,"79,092",Multifamily Housing
1018900053,1057197,885,WEST END AVENUE     ,MANHATTAN,10025,Yes,In Compliance ,87.1,83.4,116.1,112.4,null,None,26,679.1,564.6,114.4,"106,011",Multifamily Housing
1015110001,1047601,969,PARK AVENUE         ,MANHATTAN,10028,Yes,In Compliance ,72.8,69.6,108.9,105.7,null,None,64,603.5,423.8,179.6,"139,354",Multifamily Housing
1011960029,1031181,225,CENTRAL PARK WEST   ,MANHATTAN,10024,Yes,In Compliance ,80.2,76.7,122,118.1,null,None,null,"1,526.7","1,115.9",410.8,"261,030",Multifamily Housing
4031730070,4075226,    67-87,BOOTH STREET        ,QUEENS,11375,Yes,In Compliance ,49.2,49.1,65.8,65.7,null,None,98,515.5,429.3,86.2,"137,060",Multifamily Housing
1012520050,1034135,685,WEST END AVENUE     ,MANHATTAN,10025,Yes,In Compliance ,79.5,76,107.6,104.1,null,None,71,993.5,818.1,175.4,"166,723",Multifamily Housing
1005717501,1009403;1083135,7,EAST   13 STREET    ,MANHATTAN,10003,Yes,In Compliance ,121.7,118.2,154.1,150.4,null,None,35,542,459.4,82.6,"79,238",Multifamily Housing
4012650001,4029132,    78-10,  34 AVENUE         ,QUEENS,11372,Yes,In Compliance ,70.2,67.5,92.7,89.9,null,None,78,303.4,246.5,56.9,"75,833",Multifamily Housing
4012650033,4029135,    78-11,  35 AVENUE         ,QUEENS,11372,Yes,In Compliance ,70.8,68.1,95.3,92.6,null,None,74,307.8,244.6,63.2,"75,833",Multifamily Housing
1013970004,1042024,565,PARK AVENUE         ,MANHATTAN,10065,Yes,In Compliance ,29,28.9,88.7,88.7,null,None,89,171.3,4.1,167.3,"72,307",Multifamily Housing
1012360003,1033289,584,WEST END AVENUE     ,MANHATTAN,10024,Yes,In Compliance ,87.5,null,115.4,null,null,None,55,457,384.5,72.5,"69,025",Multifamily Housing
1012510054,1034101,639,WEST END AVENUE     ,MANHATTAN,10025,Yes,In Compliance ,84.4,79.2,109.8,104.6,null,None,46,604.2,514.4,89.8,"94,289",Multifamily Housing
1011860095,1031131;1805062,67,RIVERSIDE DRIVE     ,MANHATTAN,10024,Yes,In Compliance ,77.4,73.9,102.3,98.8,null,None,44,421.1,353.9,67.2,"71,578",Multifamily Housing
1012090053,1031740,50,WEST   96 STREET    ,MANHATTAN,10025,Yes,In Compliance ,74.5,70.9,98.9,95.2,null,None,85,655.6,548.9,106.8,"115,910",Multifamily Housing
1015790049,1051175,"1,562",YORK AVENUE         ,MANHATTAN,10028,Yes,In Compliance ,82.9,null,128.9,null,null,None,39,"1,563.8","1,088.8",475.1,"278,640",Multifamily Housing
