"NYC Borough, Block, and Lot (BBL)",Reported NYC Building Identification Numbers (BINs),Street Number,Street Name,Borough,Zip Code,BBL on the Covered Buildings List,DOF Benchmarking Submission Status,Site EUI(kBtu/ft2),Weather Normalized Site EUI(kBtu/ft2),Source EUI(kBtu/ft2),Weather Normalized Source EUI(kBtu/ft2),Municipally Supplied Potable Water - Indoor Intensity (gal/ft²),Reported Water Method,ENERGY STAR Score,Total GHG Emissions(MtCO2e),Direct GHG Emissions(MtCO2e),Indirect GHG Emissions(MtCO2e),Reported Property Floor Area (Building(s)) (ft²),Primary Property Type - Self Selected
1013747501,1040766,55,EAST   59 STREET    ,MANHATTAN,10022,Yes,In Compliance ,72.1,72.1,207.7,208.1,16.48,Manual,72,"1,703.2",83.3,"1,619.9","295,782",Office
1010400029,1076203,815,   8 AVENUE         ,MANHATTAN,10019,Yes,In Compliance ,79.8,78.2,210,208.1,null,None,74,"11,430.6",84,"11,346.5","1,824,886",Office
1009230001,1020429,302,   2 AVENUE         ,MANHATTAN,10003,Yes,In Compliance ,252.3,244.8,538.9,531,65.51,Manual,23,"6,348.7",0,"6,348.7","338,424",Hospital (General Medical & Surgical)
1012710071,1034855,"1,368",AVENUE OF THE AMER  ,MANHATTAN,10019,Yes,In Compliance ,125.1,121.9,258.2,254.3,19.52,Manual,47,"2,957.7",0,"2,957.7","320,625",Office
1012790057,1035337,352,MADISON AVENUE      ,MANHATTAN,10017,Yes,In Compliance ,103.3,100.3,240,236.4,11.13,Manual,null,"2,344.1",0,"2,344.1","298,639",Office
1015000001,1046946,"1,070",   5 AVENUE         ,MANHATTAN,10128,Yes,In Compliance ,97.6,97.6,300.5,300.5,null,None,37,"1,004",19.2,984.8,"125,362",Office
1000747501,1001162,199,WATER STREET        ,MANHATTAN,10038,Yes,In Compliance ,65.1,63.6,166,164.2,null,None,85,"5,008",35.8,"4,972.2","988,890",Office
1010130029,1024656,592,   7 AVENUE         ,MANHATTAN,10036,Yes,In Compliance ,102.3,100.5,273.9,272.3,27.35,Manual,67,"7,698.9",173,"7,525.9","957,883",Office
1005780047,1009723;1804012,250,HUDSON STREET       ,MANHATTAN,10013,Yes,In Compliance ,93,90.6,222.9,220.3,null,None,91,"2,276.5",618.8,"1,657.7","332,960",Office
4041250001,4854710,   139-10,  15 AVENUE         ,QUEENS,11357,Yes,In Compliance ,77,74.1,166.1,163.3,18.72,Manual,null,491.9,178.3,313.6,"92,705",Adult Education
1001020001,null,154,NASSAU STREET       ,MANHATTAN,10038,Yes,In Compliance ,133.8,133.8,249.2,249.2,null,None,null,"6,048.3",42.1,"6,006.2","628,399",College/University
1021360245,null,115,FT WASHINGTON AVENUE,MANHATTAN,10032,Yes,In Compliance ,16.1,15.6,50.6,48.9,null,None,null,193.9,0,193.9,"145,000",Parking
1005970012,1010362,78,VANDAM STREET       ,MANHATTAN,10013,Yes,In Compliance ,70.6,65,162.9,157.3,null,None,82,"2,332.4",811,"1,521.4","427,972",Office
1013750049,1072007,667,MADISON AVENUE      ,MANHATTAN,10065,Yes,In Compliance ,69.5,69.5,218.4,218.4,null,None,69,"1,414.8",0,"1,414.8","245,320",Office
1013130005,1037165,111,EAST   58 STREET    ,MANHATTAN,10022,Yes,In Compliance ,138.4,138.4,287.6,287.6,null,None,42,"5,161.9","1,507.7","3,654.2","538,141",Office
1008410054,1016048,8,WEST   40 STREET    ,MANHATTAN,10018,Yes,In Compliance ,108.9,99.9,219.5,208.2,21.23,ABS,67,"1,025.4",507.8,517.6,"121,758",Office
1001270018,1001415,253,GREENWICH STREET    ,MANHATTAN,10007,Yes,In Compliance ,92.6,91.5,255,253.7,null,None,null,"3,738.4",0,"3,738.4","507,000",Office
1000920005,1001269;1001270,161,WILLIAM STREET      ,MANHATTAN,10038,Yes,In Compliance ,72.8,69.2,179.3,175.5,null,None,null,"1,053",0,"1,053","187,518",College/University
1004910046,1007385,151,AVENUE OF THE AMER  ,MANHATTAN,10013,Yes,In Compliance ,61.6,58.9,133.7,130.3,6.79,ABS,92,"1,206.4",514.9,691.5,"248,550",Office
1012870052,1035474,485,MADISON AVENUE      ,MANHATTAN,10022,Yes,In Compliance ,83.2,null,207.9,null,null,None,76,"1,661.7",146.9,"1,514.8","263,067",Office
1019920013,1059836,"3,041",BROADWAY            ,MANHATTAN,10027,Yes,In Compliance ,79.3,null,126.2,null,15.72,Manual,65,"1,834.1","1,187.1",647,"380,000",Residence Hall/Dormitory
4019370001,4047361,    54-09, 100 STREET         ,QUEENS,11368,Yes,In Compliance ,83.2,80.5,136.2,133.4,null,None,54,681.5,423.5,258,"133,158",Multifamily Housing
1013760036,1946606,540,PARK AVENUE         ,MANHATTAN,10065,Yes,In Compliance ,121.9,115.4,230.2,223.3,null,None,49,"2,539.2","1,241.5","1,297.7","320,000",Hotel
1013030001,1036223,299,PARK AVENUE         ,MANHATTAN,10017,Yes,In Compliance ,107.9,106.7,255.3,253.8,null,None,51,"10,529.8",0,"10,529.8","1,278,462",Financial Office
1008087501,1015191,401,   7 AVENUE         ,MANHATTAN,10001,Yes,In Compliance ,127.5,127.5,206.6,206.6,81.13,Manual,51,"12,549.7",220.2,"12,329.5","1,412,862",Hotel
1012920037,1035780,444,PARK AVENUE         ,MANHATTAN,10022,Yes,In Compliance ,127.2,126.5,294.3,292.3,null,None,57,"3,131.6",0,"3,131.6","324,528",Office
1013087502,1071457,399,PARK AVENUE         ,MANHATTAN,10022,Yes,In Compliance ,93.5,null,242.9,null,19,Manual,72,"12,509.9",70.5,"12,439.4","1,711,084",Office
1000167517,1087842,70,BATTERY PLACE       ,MANHATTAN,10280,Yes,In Compliance ,95.1,95.1,130.6,130.6,null,None,69,"2,513.8","1,956.1",557.6,"457,771",Multifamily Housing
1000160185,1086547,211,NORTH END AVENUE    ,MANHATTAN,10282,Yes,In Compliance ,89.9,89.9,151.5,151.5,35.96,Manual,27,"1,676.8",997.2,679.6,"300,000",Multifamily Housing
1000160180,1086174,20,RIVER TERRACE       ,MANHATTAN,10282,Yes,In Compliance ,108.7,107.9,182,181.2,null,None,8,"2,456.7","1,475.3",981.5,"364,339",Multifamily Housing
1008260001,1085951,736,AVENUE OF THE AMER  ,MANHATTAN,10010,Yes,In Compliance ,99.5,96.6,177.6,174.9,54.25,Manual,23,"1,800.7",975.7,825,"284,511",Multifamily Housing
1002160001,1002813,235,WEST STREET         ,MANHATTAN,10013,Yes,In Compliance ,349.8,349.8,"1,068.1",1068.1,76,Manual,null,"22,093.4",804,"21,289.4","764,915",Office
5024000375,5039660,283,PLATINUM AVENUE     ,STATEN ISLAND       ,10314,Yes,In Compliance ,42.5,40.5,107.9,104.8,null,None,90,639.2,162.4,476.8,"188,744",Retail Store
3051330014,3117881,"2,360",BEDFORD AVENUE      ,BROOKLYN            ,11226,Yes,In Compliance ,70,65.2,146.4,141.8,4.09,Manual,72,893.9,351,542.9,"187,823",Retail Store
1012910051,1035775,555,MADISON AVENUE      ,MANHATTAN,10022,Yes,In Compliance ,59.6,59,138.6,137.2,49.41,Manual,89,"2,257.3",0,"2,257.3","498,531",Office
1010680001,1082718;1813279;1085140,424,  10 AVENUE         ,MANHATTAN,10001,Yes,In Compliance ,231.1,227.8,487.6,484.7,null,None,36,"14,751.1",40.8,"14,710.3","861,357",Hospital (General Medical & Surgical)
1018660001,1056035;1084030;1084028;1084029;1084031;1084033;1084032,"1,091",AMSTERDAM AVENUE    ,MANHATTAN,10025,Yes,In Compliance ,125.1,116.7,287.7,280.1,null,None,97,"10,919.9","3,823","7,096.9","1,134,614",Hospital (General Medical & Surgical)
1013360031,1038670,338,EAST   44 STREET    ,MANHATTAN,10017,Yes,In Compliance ,104.3,null,261.8,null,26.95,Manual,null,"1,684.4",0,"1,684.4","208,203",Office
1000200016,1000807,55,BROADWAY            ,MANHATTAN,10006,Yes,In Compliance ,79.3,77.8,208.5,206.8,15.96,Manual,79,"2,260.1",17.5,"2,242.6","363,378",Office
1011370010,1028834,"1,945",BROADWAY            ,MANHATTAN,10023,Yes,In Compliance ,143,140.3,235.7,231.6,15.28,Manual,null,"3,756.5",0,"3,756.5","365,000",College/University
1000660001,1001108,19,LIBERTY STREET      ,MANHATTAN,10005,Yes,In Compliance ,125.1,122.6,262.7,258.9,null,None,51,"8,040.3",99.2,"7,941","870,210",Office
1002330026,1003051,12,HOWARD STREET       ,MANHATTAN,10013,Yes,In Compliance ,72.7,71.6,180.6,179.8,15.71,Manual,null,"3,013.2",172.3,"2,840.9","142,254",Office
1021380040,1084989;1810191;1809824;1803801;1084386;1084389,180,FT WASHINGTON AVENUE,MANHATTAN,10032,Yes,In Compliance ,398,388.3,806.8,797,46.36,Manual,null,"20,916.4",137.9,"20,778.5","716,678",Office
1001010002,null,39,PARK ROW            ,MANHATTAN,10038,Yes,In Compliance ,75.4,73.5,181.6,178.7,null,None,null,743.5,0,743.5,"128,572",College/University
3076680024,3210431,"3,201",KINGS HIGHWAY       ,BROOKLYN            ,11234,Yes,In Compliance ,117.9,116.1,287,285.1,null,None,100,"1,126.5",277.1,849.4,"131,151",Hospital (General Medical & Surgical)
3019220001,3055116,225,STEUBEN STREET      ,BROOKLYN            ,11205,Yes,In Compliance ,124.7,null,267.7,null,12.96,Manual,1,934.7,343.4,591.3,"109,000",K-12 School
3019210001,3055114,333,WAVERLY AVENUE      ,BROOKLYN            ,11205,Yes,In Compliance ,76.3,null,135.2,null,1.92,Manual,30,348.4,191,157.5,"72,000",K-12 School
3019470001,3055532,65,ST JAMES PLACE      ,BROOKLYN            ,11238,Yes,In Compliance ,87.9,null,168,null,1.84,Manual,20,781.9,373.5,408.4,"136,000",K-12 School
3019050120,3853174,215,WILLOUGHBY AVENUE   ,BROOKLYN            ,11205,Yes,In Compliance ,59.5,null,96.6,null,1,Manual,74,54.7,34.3,20.4,"15,000",Retail Store
3019200001,3334961,255,RYERSON STREET      ,BROOKLYN            ,11205,Yes,In Compliance ,86.2,null,166.4,null,2,Manual,11,56.6,26.5,30.1,"10,000",K-12 School
1000390004,1000878,80,WALL STREET         ,MANHATTAN,10005,Yes,In Compliance ,37.9,null,62.1,null,null,None,100,286.6,0,286.6,"107,751",Office
1000390001,1000877,82,WALL STREET         ,MANHATTAN,10005,Yes,In Compliance ,30.7,null,51.7,null,7.48,Manual,100,199.6,0,199.6,"92,236",Office
2027950007,0,"1,742",MORRIS AVENUE       ,BRONX               ,10457,Yes,In Compliance ,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL
2027950014,2094521;2007406,"1,780",GRAND CONCOURSE     ,BRONX               ,10457,Yes,In Compliance ,68.8,66.3,164,162.3,null,None,86,892.9,237.3,655.6,"179,967",Office
1008080040,1015190,"1,275",BROADWAY            ,MANHATTAN,10001,Yes,In Compliance ,56.4,56,175.4,174.5,16.2,Manual,83,"4,718.7",0,"4,718.7","1,011,831",Office
1013087501,1036474,884,   3 AVENUE         ,MANHATTAN,10022,Yes,In Compliance ,132.8,132.8,281.8,281.8,19.09,Manual,53,"17,227.7",147.6,"17,080.1","1,750,740",Office
1012900056,1035759,540,MADISON AVENUE      ,MANHATTAN,10022,Yes,In Compliance ,94.6,90.4,229,223.4,null,None,63,"2,137.8",0,"2,137.8","294,345",Office
1000860001,1001230,90,CHURCH STREET       ,MANHATTAN,10007,Yes,In Compliance ,60.7,59.1,156.8,154.7,null,None,86,"5,856.9",0,"5,856.9","1,234,704",Office
4021620122,null,    61-20,COLONIAL AVENUE     ,QUEENS,11375,Yes,In Compliance ,123.4,null,179,null,null,None,11,"3,113.5","2,271.5",841.9,"428,836",Multifamily Housing
1012850015,1035454,432,MADISON AVENUE      ,MANHATTAN,10017,Yes,In Compliance ,70,null,183.4,null,14.87,Manual,75,"2,530.1",48.9,"2,481.2","462,725",Office
1012940001,1036082,761,   5 AVENUE         ,MANHATTAN,10022,Yes,In Compliance ,136.5,134.8,296.8,294.9,30.68,Manual,50,"19,018.3",0,"19,018.3","1,864,977",Office
2051410020,2102451,300,BAYCHESTER AVENUE   ,BRONX               ,10475,Yes,In Compliance ,50.9,50.6,152.8,153.1,8.41,Manual,75,552.4,23.9,528.6,"134,028",Retail Store
1021240017,1062989,"1,132",ST NICHOLAS AVENUE  ,MANHATTAN,10032,Yes,In Compliance ,436,432.4,830.3,827.7,null,None,1,"7,859.3","3,840.8","4,018.5","271,200",Office
1012640005,1077287,"1,230",AVENUE OF THE AMER  ,MANHATTAN,10020,Yes,In Compliance ,113.2,112.2,232.8,231.4,null,None,59,"5,751",0,"5,751","730,615",Office
1012650050,1082656,610,   5 AVENUE         ,MANHATTAN,10112,Yes,In Compliance ,160.4,154.8,313.9,307,null,None,23,"1,269.2",0,"1,269.2","111,101",Office
1012660001,1083860,"1,260",AVENUE OF THE AMER  ,MANHATTAN,10020,Yes,In Compliance ,142.2,139.3,293.6,290.4,null,None,34,"12,376.2",0,"12,376.2","1,217,115",Office
1012657501,1076262,"1,250",AVENUE OF THE AMER  ,MANHATTAN,10020,Yes,In Compliance ,131.9,130.6,432.5,431.5,null,None,22,"34,711.2",0,"34,711.2","2,911,536",Office
1008820085,1018159,381,PARK AVENUE SOUTH   ,MANHATTAN,10016,Yes,In Compliance ,472.9,468,591.4,584.7,null,None,2,"5,839.3","5,033.3",806,"207,958",Office
1006007501,1010382,395,HUDSON STREET       ,MANHATTAN,10014,Yes,In Compliance ,83,81.6,233.9,232.5,12.17,Manual,64,"4,143.1",18.9,"4,124.2","623,027",Office
1007570054,1013553;1084790,330,WEST   34 STREET    ,MANHATTAN,10001,Yes,In Compliance ,46.2,44.6,83,81.4,7.11,Manual,99,"2,293.2","1,394.2",899.1,"634,915",Office
1000750021,1075618,40,FULTON STREET       ,MANHATTAN,10038,Yes,In Compliance ,78,75.4,200,197.4,14.73,Manual,63,"1,565.8",390.1,"1,175.7","249,167",Office
1012720066,1035058,48,WEST   57 STREET    ,MANHATTAN,10019,Yes,In Compliance ,100.5,96.9,219.5,215.1,66.93,Manual,77,540.4,106.2,434.2,"75,077",Office
1012950040,1036149,630,   3 AVENUE         ,MANHATTAN,10017,Yes,In Compliance ,61.5,59.6,169.7,167.3,13.87,Manual,83,"1,140.5",0,"1,140.5","232,673",Office
1014400049,1044734,"1,256",   2 AVENUE         ,MANHATTAN,10065,Yes,In Compliance ,250.3,248.3,582.7,580.9,19.19,Manual,null,"4,533.5",0,"4,533.5","238,341",Urgent Care/Clinic/Other Outpatient
1014620005,0,"1,275",YORK AVENUE         ,MANHATTAN,10065,Yes,In Compliance ,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL
1014620001,1087284;1045572,"1,250",   1 AVENUE         ,MANHATTAN,10065,Yes,In Compliance ,310.7,311,626.9,627.9,null,None,null,"31,496.6",0,"31,496.6","1,382,117",Other - Specialty Hospital
1009090001,1019888,407,   3 AVENUE         ,MANHATTAN,10016,Yes,In Compliance ,153.6,153.6,267.1,267.1,null,None,1,"2,334.9","1,320.5","1,014.5","241,489",Multifamily Housing
1008667501,1017178,11,EAST   36 STREET    ,MANHATTAN,10016,Yes,In Compliance ,119.8,118.6,255.1,253.3,null,None,1,623.3,233.7,389.6,"75,943",Multifamily Housing
3002530057,3002201,68,REMSEN STREET       ,BROOKLYN            ,11201,Yes,In Compliance ,25.2,null,55.4,null,null,None,100,139.7,55.8,83.8,"72,050",Multifamily Housing
1008667502,1017185,30,EAST   37 STREET    ,MANHATTAN,10016,Yes,In Compliance ,53.6,51.5,96.5,94.3,null,None,88,381.9,228.8,153.1,"92,697",Multifamily Housing
1008750047,1017928,230,   3 AVENUE         ,MANHATTAN,10003,Yes,In Compliance ,"2,002.4",1907.5,"2,449.4",2335.3,null,None,null,"21,156.6",21,"21,135.6","158,750",Multifamily Housing
1015290045,1048721,200,EAST   84 STREET    ,MANHATTAN,10028,Yes,In Compliance ,84.7,83.3,140.7,139.7,null,None,39,740,456.2,283.8,"137,469",Multifamily Housing
1006030037,1010405,644,GREENWICH STREET    ,MANHATTAN,10014,Yes,In Compliance ,62.3,null,115,null,null,None,45,366.1,186.7,179.3,"91,170",Multifamily Housing
1013667501,1040356,415,EAST   54 STREET    ,MANHATTAN,10022,Yes,In Compliance ,85.3,null,214.9,null,null,None,1,"1,211.8",259.5,952.2,"191,569",Multifamily Housing
1005550028,1008962,30,   3 AVENUE         ,MANHATTAN,10003,Yes,In Compliance ,72.3,67.8,91.9,87.3,48.88,ABS,94,"1,406.8","1,219.8",187,"255,037",Multifamily Housing
1013630008,1040136,425,EAST   51 STREET    ,MANHATTAN,10022,Yes,In Compliance ,45.7,null,68.7,null,null,None,100,280.5,209.1,71.4,"81,862",Multifamily Housing
1014690028,1045901,"1,401",YORK AVENUE         ,MANHATTAN,10021,Yes,In Compliance ,111.3,111.1,156.1,155.6,50.55,ABS,null,"1,204.9",960.2,244.7,"144,021",Multifamily Housing
1006047501,1010422,130,BARROW STREET       ,MANHATTAN,10014,Yes,In Compliance ,99.1,94.1,145.9,140.7,null,None,29,603.4,432.5,170.9,"102,932",Multifamily Housing
1013690002,1040536,411,EAST   57 STREET    ,MANHATTAN,10022,Yes,In Compliance ,78.1,75.5,142.1,139,null,None,38,699.4,8.2,691.3,"125,264",Multifamily Housing
1013230015,1038229,235,EAST   49 STREET    ,MANHATTAN,10017,Yes,In Compliance ,34.4,null,60.2,null,18.72,ABS,98,318.5,199.4,119.1,"120,000",Multifamily Housing
1012340007,1033196,257,WEST   86 STREET    ,MANHATTAN,10024,Yes,In Compliance ,69.1,null,99.6,null,null,None,79,356.5,276.9,79.6,"68,821",Multifamily Housing
1013870001,1041450,910,   5 AVENUE         ,MANHATTAN,10021,Yes,In Compliance ,69.8,67.1,129.6,126.3,null,None,43,769,5.6,763.3,"153,350",Multifamily Housing
1014950004,1046778,"1,025",   5 AVENUE         ,MANHATTAN,10028,Yes,In Compliance ,99.3,95,164,158.8,null,None,19,"2,036.1",25.9,"2,010.2","292,750",Multifamily Housing
1015040031,1047074,"1,160",PARK AVENUE         ,MANHATTAN,10128,Yes,In Compliance ,37.4,null,56.4,null,null,None,null,"1,014.1",754.8,259.3,"357,272",Medical Office
1009207501,1076162,250,EAST   40 STREET    ,MANHATTAN,10016,Yes,In Compliance ,85,82.8,163.3,160.4,null,None,null,"1,521.5",90.6,"1,430.9","250,000",Multifamily Housing
1013227501,1038044,249,EAST   48 STREET    ,MANHATTAN,10017,Yes,In Compliance ,258.7,258.7,310.5,310.8,null,None,1,"2,517.6","2,245.4",272.2,"176,129",Multifamily Housing
1013207504,1071719,225,EAST   46 STREET    ,MANHATTAN,10017,Yes,In Compliance ,59.1,null,99.3,null,null,None,94,382.9,251.6,131.4,"85,245",Multifamily Housing
1013690007,1040537,419,EAST   57 STREET    ,MANHATTAN,10022,Yes,In Compliance ,68.3,null,96.9,null,null,None,74,712.1,564.2,147.9,"136,655",Multifamily Housing
1011257502,1087511,27,WEST   72 STREET    ,MANHATTAN,10023,Yes,In Compliance ,79.7,null,144.4,null,null,None,30,"1,321.8",697,624.7,"259,240",Multifamily Housing
1013037501,1036233,145,EAST   48 STREET    ,MANHATTAN,10017,Yes,In Compliance ,"11,619.8",11614.9,"12,297.8",12291.9,null,None,1,"105,756.1","104,228.2","1,527.9","170,711",Multifamily Housing
1012737501,1035078,58,WEST   58 STREET    ,MANHATTAN,10019,Yes,In Compliance ,148.9,144.7,241.7,237.1,null,None,1,"2,132.8",10.1,"2,122.7","204,841",Multifamily Housing
1013390012,1038901,333,EAST   46 STREET    ,MANHATTAN,10017,Yes,In Compliance ,99.6,null,137.3,null,null,None,49,930.8,720.7,210.1,"161,700",Multifamily Housing
1013657501,1040162,966,   1 AVENUE         ,MANHATTAN,10022,Yes,In Compliance ,261.2,null,339.2,null,54,ABS,1,"3,107.8","2,566.7",541.1,"209,706",Multifamily Housing
1014957501,1046802,"1,114",MADISON AVENUE      ,MANHATTAN,10028,Yes,In Compliance ,35,35.2,97.8,98.3,null,None,91,254.8,29,225.8,"93,252",Multifamily Housing
1013740069,1040765,785,   5 AVENUE         ,MANHATTAN,10022,Yes,In Compliance ,71.4,68.3,146.4,142.7,null,None,17,969,3.9,965.1,"184,489",Multifamily Housing
1014247501,1072223,233,EAST   69 STREET    ,MANHATTAN,10021,Yes,In Compliance ,154.6,146.8,242.2,233.2,null,None,2,"1,495.7",36.8,"1,458.9","140,000",Multifamily Housing
1013907502,1076779,32,EAST   76 STREET    ,MANHATTAN,10021,Yes,In Compliance ,20.1,19.3,34.8,34,null,None,100,234,133.4,100.6,"185,127",Multifamily Housing
1006090001,1010632,41,   7 AVENUE         ,MANHATTAN,10011,Yes,In Compliance ,85.2,85.1,132.8,132.5,null,None,null,852.2,17.7,834.5,"144,776",Multifamily Housing
1014870039,1046307,520,EAST   76 STREET    ,MANHATTAN,10021,Yes,In Compliance ,134.5,null,186.8,null,null,None,10,887.5,715.9,171.6,"86,786",Multifamily Housing
1015187501,1048139,120,EAST   90 STREET    ,MANHATTAN,10128,Yes,In Compliance ,96.8,95.7,173,169.8,null,None,25,644.9,390.7,254.2,"86,892",Multifamily Housing
1013780048,1041044,721,MADISON AVENUE      ,MANHATTAN,10065,Yes,In Compliance ,77.8,null,154.1,null,null,None,4,712.3,369.2,343.1,"116,779",Multifamily Housing
1008670033,1017205,31,EAST   37 STREET    ,MANHATTAN,10016,Yes,In Compliance ,65.4,null,102.5,null,null,None,78,669.2,478.4,190.9,"134,565",Multifamily Housing
1015100030,1047567,163,EAST   81 STREET    ,MANHATTAN,10028,Yes,In Compliance ,76.3,null,103.3,null,null,None,77,378.3,311.4,66.9,"65,721",Multifamily Housing
4064010019,4861615,   139-22,BOOTH MEMORIAL AVE  ,QUEENS,11355,Yes,In Compliance ,253.1,253.9,549.8,552.2,null,None,9,"3,005.7","1,069.9","1,935.8","171,780",Hospital (General Medical & Surgical)
1015320022,1048799,"1,659",   2 AVENUE         ,MANHATTAN,10028,Yes,In Compliance ,80.8,78.5,129.7,127.5,null,None,53,"1,563.2",999.4,563.8,"316,892",Multifamily Housing
1014027501,1076299,"1,156",   3 AVENUE         ,MANHATTAN,10065,Yes,In Compliance ,124.9,124.9,210.8,210.8,null,None,7,"1,181.4",700.9,480.5,"152,026",Multifamily Housing
1015000045,1046957,48,EAST   89 STREET    ,MANHATTAN,10128,Yes,In Compliance ,78.6,75.8,132.4,129.8,null,None,23,"1,532.3",911.2,621.1,"313,721",Multifamily Housing
1015440019,1049854,345,EAST   81 STREET    ,MANHATTAN,10028,Yes,In Compliance ,62.4,null,121.6,null,null,None,75,887.3,407.6,479.7,"215,606",Multifamily Housing
1011250024,1028636,15,WEST   72 STREET    ,MANHATTAN,10023,Yes,In Compliance ,83.6,83.2,129.2,128.6,null,None,50,"3,116.3","2,146.4",969.9,"583,517",Multifamily Housing
1015070040,1047432,"1,230",PARK AVENUE         ,MANHATTAN,10128,Yes,In Compliance ,80.7,null,119.8,null,32.83,ABS,73,609.3,432.6,176.6,"127,250",Multifamily Housing
1013680025,1040470,2,SUTTON PLACE SOUTH  ,MANHATTAN,10022,Yes,In Compliance ,65.6,null,99.9,null,null,None,75,853.4,586.5,267,"217,275",Multifamily Housing
1018900001,1057175,300,RIVERSIDE DRIVE     ,MANHATTAN,10025,Yes,In Compliance ,56.2,null,78.4,null,null,None,95,667.1,509.8,157.3,"204,525",Multifamily Housing
1012100019,1031759,127,WEST   79 STREET    ,MANHATTAN,10024,Yes,In Compliance ,64.2,null,105.1,null,null,None,83,521.6,323.6,198.1,"132,158",Multifamily Housing
1013120069,1036921,475,PARK AVENUE         ,MANHATTAN,10022,Yes,In Compliance ,106.4,102.3,169.7,164.9,null,None,null,975.5,2.6,972.8,"131,573",Multifamily Housing
1015110069,1047636,975,PARK AVENUE         ,MANHATTAN,10028,Yes,In Compliance ,23.4,23.3,70.1,69.8,null,None,null,286.6,12.6,274,"151,547",Multifamily Housing
1013367501,1038674,806,   2 AVENUE         ,MANHATTAN,10017,Yes,In Compliance ,83.2,79.6,137.7,133.4,null,None,null,621.3,380,241.3,"120,905",Multifamily Housing
1014970041,1046834,"1,036",PARK AVENUE         ,MANHATTAN,10028,Yes,In Compliance ,70.8,null,102.3,null,null,None,null,555.7,432.4,123.2,"102,900",Multifamily Housing
